created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2020-08-15 13:26:32 WIB,1,31.00,66.40,68,,,,,
2020-08-15 13:26:48 WIB,2,31.00,66.50,60,,,,,
2020-08-15 13:27:03 WIB,3,31.10,66.40,72,,,,,
2020-08-15 13:27:18 WIB,4,31.10,66.50,75,,,,,
2020-08-15 13:27:34 WIB,5,31.20,67.00,64,,,,,
2020-08-15 13:27:50 WIB,6,31.20,67.10,88,,,,,
2020-08-15 13:28:05 WIB,7,31.10,67.00,64,,,,,
2020-08-15 13:31:10 WIB,8,32.20,61.50,165,,,,,
2020-08-15 13:31:26 WIB,9,32.40,62.70,187,,,,,
2020-08-15 13:31:42 WIB,10,32.40,62.20,164,,,,,
2020-08-15 13:31:58 WIB,11,32.50,62.40,150,,,,,
2020-08-15 13:32:14 WIB,12,32.50,62.20,135,,,,,
2020-08-15 13:32:31 WIB,13,32.60,61.50,201,,,,,
2020-08-15 13:32:47 WIB,14,32.60,61.20,146,,,,,
2020-08-15 13:33:02 WIB,15,32.70,61.30,160,,,,,
2020-08-15 13:33:18 WIB,16,32.80,61.50,151,,,,,
2020-08-15 13:33:33 WIB,17,32.80,61.70,200,,,,,
2020-08-15 13:33:48 WIB,18,32.90,61.70,203,,,,,
2020-08-15 13:34:04 WIB,19,33.00,61.60,155,,,,,
2020-08-15 13:34:21 WIB,20,33.00,60.40,190,,,,,
2020-08-15 13:34:36 WIB,21,32.90,60.80,145,,,,,
2020-08-15 13:34:51 WIB,22,32.90,60.40,147,,,,,
2020-08-15 13:35:06 WIB,23,32.90,60.70,203,,,,,
2020-08-15 13:35:23 WIB,24,33.00,60.90,146,,,,,
2020-08-15 13:35:39 WIB,25,33.00,60.40,189,,,,,
2020-08-15 13:35:54 WIB,26,33.10,60.60,158,,,,,
2020-08-15 13:36:10 WIB,27,33.10,59.70,193,,,,,
2020-08-15 13:36:25 WIB,28,33.00,59.80,166,,,,,
2020-08-15 13:36:41 WIB,29,33.00,59.70,185,,,,,
2020-08-15 13:36:56 WIB,30,33.00,60.30,172,,,,,
2020-08-15 13:37:12 WIB,31,33.00,60.10,137,,,,,
2020-08-15 13:37:27 WIB,32,33.00,59.90,201,,,,,
2020-08-15 13:37:43 WIB,33,33.10,59.90,194,,,,,
2020-08-15 13:37:58 WIB,34,33.00,60.00,195,,,,,
2020-08-15 13:38:13 WIB,35,33.10,61.70,126,,,,,
2020-08-15 13:38:29 WIB,36,33.10,61.50,168,,,,,
2020-08-15 13:38:44 WIB,37,33.10,60.70,184,,,,,
2020-08-15 13:39:00 WIB,38,33.10,59.60,172,,,,,
2020-08-15 13:39:15 WIB,39,33.10,60.20,138,,,,,
2020-08-15 13:39:32 WIB,40,33.00,59.60,166,,,,,
2020-08-15 13:39:47 WIB,41,33.00,60.70,170,,,,,
2020-08-15 13:40:02 WIB,42,33.00,60.60,160,,,,,
2020-08-15 13:40:18 WIB,43,32.90,60.50,199,,,,,
2020-08-15 13:40:34 WIB,44,32.90,60.80,151,,,,,
2020-08-15 13:40:51 WIB,45,32.90,61.00,139,,,,,
2020-08-15 13:41:07 WIB,46,33.00,60.70,140,,,,,
2020-08-15 13:41:23 WIB,47,33.00,60.80,164,,,,,
2020-08-15 13:41:40 WIB,48,33.00,60.80,167,,,,,
2020-08-15 13:41:56 WIB,49,33.10,61.10,162,,,,,
2020-08-15 13:42:12 WIB,50,33.10,60.30,186,,,,,
2020-08-15 13:42:28 WIB,51,33.00,60.20,154,,,,,
2020-08-15 13:42:43 WIB,52,33.00,60.30,199,,,,,
2020-08-15 13:42:59 WIB,53,33.00,60.70,138,,,,,
2020-08-15 13:43:14 WIB,54,33.00,60.10,140,,,,,
2020-08-15 13:43:30 WIB,55,33.00,59.70,124,,,,,
2020-08-15 13:43:46 WIB,56,32.90,59.30,197,,,,,
2020-08-15 13:44:01 WIB,57,32.90,60.40,138,,,,,
2020-08-15 13:44:16 WIB,58,32.90,60.30,148,,,,,
2020-08-15 13:44:32 WIB,59,32.90,60.50,186,,,,,
2020-08-15 13:44:49 WIB,60,32.90,60.70,175,,,,,
2020-08-15 13:45:05 WIB,61,32.90,60.70,176,,,,,
2020-08-15 13:45:20 WIB,62,32.90,60.60,166,,,,,
2020-08-15 13:45:36 WIB,63,33.00,60.90,188,,,,,
2020-08-15 13:45:51 WIB,64,32.90,59.50,139,,,,,
2020-08-15 13:46:08 WIB,65,33.00,58.40,144,,,,,
2020-08-15 13:46:24 WIB,66,33.00,58.50,153,,,,,
2020-08-15 13:46:40 WIB,67,33.00,58.60,190,,,,,
2020-08-15 13:46:56 WIB,68,32.90,58.20,194,,,,,
2020-08-15 13:47:11 WIB,69,32.90,58.50,197,,,,,
2020-08-15 13:47:27 WIB,70,32.80,58.10,138,,,,,
2020-08-15 13:47:43 WIB,71,32.80,58.30,199,,,,,
2020-08-15 13:47:59 WIB,72,32.80,59.00,174,,,,,
2020-08-15 13:48:15 WIB,73,32.80,59.60,137,,,,,
2020-08-15 13:48:30 WIB,74,32.80,59.70,172,,,,,
2020-08-15 13:48:46 WIB,75,32.80,60.20,196,,,,,
2020-08-15 13:49:01 WIB,76,32.90,60.00,152,,,,,
2020-08-15 13:49:17 WIB,77,32.80,59.80,184,,,,,
2020-08-15 13:49:33 WIB,78,32.90,60.00,150,,,,,
2020-08-15 13:49:49 WIB,79,32.80,60.10,134,,,,,
2020-08-15 13:50:05 WIB,80,32.90,60.20,191,,,,,
2020-08-15 13:50:21 WIB,81,32.90,60.40,192,,,,,
2020-08-15 13:50:38 WIB,82,32.80,61.70,132,,,,,
2020-08-15 13:50:53 WIB,83,32.80,61.70,198,,,,,
2020-08-15 13:51:09 WIB,84,32.80,61.30,123,,,,,
2020-08-15 13:51:26 WIB,85,32.70,61.20,191,,,,,
2020-08-15 13:51:43 WIB,86,32.60,61.50,140,,,,,
2020-08-15 13:51:58 WIB,87,32.40,62.10,158,,,,,
2020-08-15 13:52:14 WIB,88,32.30,62.40,194,,,,,
2020-08-15 13:52:29 WIB,89,32.20,62.70,199,,,,,
2020-08-15 13:52:44 WIB,90,32.30,63.20,191,,,,,
2020-08-15 13:53:00 WIB,91,32.30,63.00,193,,,,,
2020-08-15 13:53:15 WIB,92,32.30,63.00,133,,,,,
2020-08-15 13:53:30 WIB,93,32.30,63.10,177,,,,,
2020-08-15 13:53:46 WIB,94,32.20,63.10,143,,,,,
2020-08-15 13:54:01 WIB,95,32.20,63.60,155,,,,,
2020-08-15 13:54:17 WIB,96,32.20,63.90,126,,,,,
2020-08-15 13:54:32 WIB,97,32.20,63.60,152,,,,,
2020-08-15 13:54:50 WIB,98,32.20,63.70,190,,,,,
2020-08-15 13:55:07 WIB,99,32.20,63.70,141,,,,,
2020-08-15 13:55:22 WIB,100,32.20,63.70,183,,,,,
2020-08-15 13:55:37 WIB,101,32.20,63.60,122,,,,,
2020-08-15 13:55:54 WIB,102,32.20,63.90,186,,,,,
2020-08-15 13:56:09 WIB,103,32.20,63.80,199,,,,,
2020-08-15 13:56:25 WIB,104,32.20,63.60,186,,,,,
2020-08-15 13:56:41 WIB,105,32.10,63.80,145,,,,,
2020-08-15 13:56:57 WIB,106,32.10,64.10,194,,,,,
2020-08-15 13:57:13 WIB,107,32.10,64.20,198,,,,,
2020-08-15 13:57:28 WIB,108,32.10,64.20,172,,,,,
2020-08-15 13:57:43 WIB,109,32.10,64.60,169,,,,,
2020-08-15 13:57:59 WIB,110,32.10,64.80,175,,,,,
2020-08-15 13:58:15 WIB,111,32.20,64.50,193,,,,,
2020-08-15 13:58:31 WIB,112,32.20,64.40,125,,,,,
2020-08-15 13:58:47 WIB,113, NAN, NAN,145,,,,,
2020-08-15 13:59:02 WIB,114,32.30,63.40,179,,,,,
2020-08-15 13:59:18 WIB,115,32.40,63.40,173,,,,,
2020-08-15 13:59:33 WIB,116,32.40,63.60,197,,,,,
2020-08-15 13:59:49 WIB,117,32.40,63.50,164,,,,,
2020-08-15 14:00:05 WIB,118,32.20,63.00,139,,,,,
2020-08-15 14:00:21 WIB,119,32.30,63.10,190,,,,,
2020-08-15 14:00:37 WIB,120,32.20,62.60,140,,,,,
2020-08-15 14:00:54 WIB,121,32.20,62.80,199,,,,,
2020-08-15 14:01:10 WIB,122,32.20,62.50,152,,,,,
2020-08-15 14:01:26 WIB,123,32.30,63.00,122,,,,,
2020-08-15 14:01:41 WIB,124,32.30,62.60,195,,,,,
2020-08-15 14:01:59 WIB,125,32.30,62.60,195,,,,,
2020-08-15 14:02:15 WIB,126,32.20,62.50,195,,,,,
2020-08-15 14:02:31 WIB,127,32.20,62.70,148,,,,,
2020-08-15 14:02:47 WIB,128,32.20,62.90,198,,,,,
2020-08-15 14:03:03 WIB,129,32.30,63.30,195,,,,,
2020-08-15 14:03:19 WIB,130,32.30,62.60,196,,,,,
2020-08-15 14:03:35 WIB,131,32.30,62.90,181,,,,,
2020-08-15 14:03:50 WIB,132,32.40,63.10,198,,,,,
2020-08-15 14:04:05 WIB,133,32.40,62.50,179,,,,,
2020-08-15 14:04:21 WIB,134,32.30,62.10,164,,,,,
2020-08-15 14:04:37 WIB,135,32.40,62.30,122,,,,,
2020-08-15 14:04:53 WIB,136,32.40,62.40,166,,,,,
2020-08-15 14:05:09 WIB,137,32.40,62.50,120,,,,,
2020-08-15 14:05:25 WIB,138,32.40,62.10,150,,,,,
2020-08-15 14:05:41 WIB,139,32.40,62.30,139,,,,,
2020-08-15 14:05:56 WIB,140,32.50,62.30,188,,,,,
2020-08-15 14:06:13 WIB,141,32.50,62.90,182,,,,,
2020-08-15 14:06:29 WIB,142,32.50,62.60,185,,,,,
2020-08-15 14:06:45 WIB,143,32.60,62.30,197,,,,,
2020-08-15 14:07:01 WIB,144,32.50,62.10,159,,,,,
2020-08-15 14:07:17 WIB,145,32.60,62.30,193,,,,,
2020-08-15 14:07:33 WIB,146,32.70,62.30,186,,,,,
2020-08-15 14:07:49 WIB,147,32.70,62.50,196,,,,,
2020-08-15 14:08:04 WIB,148,32.70,62.80,193,,,,,
2020-08-15 14:08:19 WIB,149,32.70,61.20,172,,,,,
2020-08-15 14:08:35 WIB,150,32.70,61.30,182,,,,,
2020-08-15 14:08:51 WIB,151,32.80,61.30,182,,,,,
2020-08-15 14:09:07 WIB,152,32.70,60.80,172,,,,,
2020-08-15 14:09:24 WIB,153,32.70,60.90,145,,,,,
2020-08-15 14:09:39 WIB,154,32.60,60.70,192,,,,,
2020-08-15 14:09:55 WIB,155,32.60,61.00,141,,,,,
2020-08-15 14:10:11 WIB,156,32.70,61.20,188,,,,,
2020-08-15 14:10:28 WIB,157,32.70,61.10,139,,,,,
2020-08-15 14:10:44 WIB,158,32.70,61.30,156,,,,,
2020-08-15 14:11:01 WIB,159,32.80,61.60,137,,,,,
2020-08-15 14:11:18 WIB,160,32.80,61.10,126,,,,,
2020-08-15 14:11:35 WIB,161,32.80,61.10,179,,,,,
2020-08-15 14:11:52 WIB,162,32.80,61.00,190,,,,,
2020-08-15 14:12:09 WIB,163,32.80,61.30,171,,,,,
2020-08-15 14:12:25 WIB,164,32.90,61.40,188,,,,,
2020-08-15 14:12:42 WIB,165,32.80,61.90,192,,,,,
2020-08-15 14:13:00 WIB,166,32.90,62.20,134,,,,,
2020-08-15 14:13:16 WIB,167,32.90,62.30,190,,,,,
2020-08-15 14:13:32 WIB,168,32.90,62.20,167,,,,,
2020-08-15 14:13:47 WIB,169,32.90,62.50,136,,,,,
2020-08-15 14:14:03 WIB,170,32.80,62.30,191,,,,,
2020-08-15 14:14:19 WIB,171,32.80,62.60,178,,,,,
2020-08-15 14:14:35 WIB,172,32.70,62.70,183,,,,,
2020-08-15 14:14:51 WIB,173,32.60,62.90,139,,,,,
2020-08-15 14:15:06 WIB,174,32.60,63.30,186,,,,,
2020-08-15 14:15:21 WIB,175,32.60,63.40,163,,,,,
2020-08-15 14:15:38 WIB,176,32.60,63.80,175,,,,,
2020-08-15 14:15:54 WIB,177,32.50,63.20,138,,,,,
2020-08-15 14:16:09 WIB,178,32.50,63.60,185,,,,,
2020-08-15 14:16:26 WIB,179,32.40,63.30,179,,,,,
2020-08-15 14:16:41 WIB,180,32.30,63.70,179,,,,,
2020-08-15 14:16:57 WIB,181,32.20,63.60,177,,,,,
2020-08-15 14:17:12 WIB,182,32.10,64.00,164,,,,,
2020-08-15 14:17:27 WIB,183,32.10,64.60,151,,,,,
2020-08-15 14:17:43 WIB,184,32.10,64.80,159,,,,,
2020-08-15 14:17:59 WIB,185,32.10,65.00,191,,,,,
2020-08-15 14:18:15 WIB,186,32.10,65.00,136,,,,,
2020-08-15 14:18:30 WIB,187,32.10,65.10,159,,,,,
2020-08-15 14:18:47 WIB,188,32.10,65.10,147,,,,,
2020-08-15 14:19:03 WIB,189,32.20,65.70,189,,,,,
2020-08-15 14:19:18 WIB,190,32.20,64.70,174,,,,,
2020-08-15 14:19:34 WIB,191,32.20,65.00,127,,,,,
2020-08-15 14:19:50 WIB,192,32.20,64.30,116,,,,,
2020-08-15 14:20:06 WIB,193,32.20,63.90,193,,,,,
2020-08-15 14:20:22 WIB,194,32.20,63.70,187,,,,,
2020-08-15 14:20:38 WIB,195,32.20,63.70,146,,,,,
2020-08-15 14:20:55 WIB,196,32.20,63.90,138,,,,,
2020-08-15 14:21:12 WIB,197,32.20,64.00,132,,,,,
2020-08-15 14:21:27 WIB,198,32.20,64.30,187,,,,,
2020-08-15 14:21:44 WIB,199,32.30,64.30,158,,,,,
2020-08-15 14:21:59 WIB,200,32.30,64.90,125,,,,,
2020-08-15 14:22:15 WIB,201,32.30,64.20,150,,,,,
2020-08-15 14:22:31 WIB,202,32.30,63.90,166,,,,,
2020-08-15 14:22:49 WIB,203,32.20,63.80,185,,,,,
2020-08-15 14:23:04 WIB,204,32.20,63.20,151,,,,,
2020-08-15 14:23:20 WIB,205,32.20,63.60,135,,,,,
2020-08-15 14:23:35 WIB,206,32.20,63.90,122,,,,,
2020-08-15 14:23:51 WIB,207,32.10,63.40,144,,,,,
2020-08-15 14:24:07 WIB,208,32.10,63.70,184,,,,,
2020-08-15 14:24:23 WIB,209,32.00,63.60,133,,,,,
2020-08-15 14:24:39 WIB,210,32.00,63.90,173,,,,,
2020-08-15 14:24:55 WIB,211,32.10,64.30,144,,,,,
2020-08-15 14:25:11 WIB,212,32.00,64.20,145,,,,,
2020-08-15 14:25:27 WIB,213,32.10,64.30,135,,,,,
2020-08-15 14:25:43 WIB,214,32.20,64.40,171,,,,,
2020-08-15 14:26:00 WIB,215,32.20,64.20,184,,,,,
2020-08-15 14:26:16 WIB,216,32.30,64.50,180,,,,,
2020-08-15 14:26:31 WIB,217,32.30,64.70,152,,,,,
2020-08-15 14:26:46 WIB,218,32.30,64.50,173,,,,,
2020-08-15 14:27:02 WIB,219,32.30,64.60,186,,,,,
2020-08-15 14:27:18 WIB,220,32.30,64.70,139,,,,,
2020-08-15 14:27:35 WIB,221,32.40,64.80,190,,,,,
2020-08-15 14:27:51 WIB,222,32.40,65.00,192,,,,,
2020-08-15 14:28:08 WIB,223,32.50,65.00,117,,,,,
2020-08-15 14:28:24 WIB,224,32.50,65.00,116,,,,,
2020-08-15 14:28:41 WIB,225,32.50,65.20,192,,,,,
2020-08-15 14:28:58 WIB,226,32.50,65.30,186,,,,,
2020-08-15 14:29:14 WIB,227,32.50,64.50,176,,,,,
2020-08-15 14:29:31 WIB,228,32.50,64.40,182,,,,,
2020-08-15 14:29:46 WIB,229,32.60,64.40,165,,,,,
2020-08-15 14:30:03 WIB,230,32.60,64.00,180,,,,,
2020-08-15 14:30:20 WIB,231,32.60,64.10,192,,,,,
2020-08-15 14:30:36 WIB,232,32.60,64.20,146,,,,,
2020-08-15 14:30:51 WIB,233,32.70,64.20,190,,,,,
2020-08-15 14:31:07 WIB,234,32.70,64.00,189,,,,,
2020-08-15 14:31:23 WIB,235,32.70,64.30,166,,,,,
2020-08-15 14:31:38 WIB,236,32.80,64.30,192,,,,,
2020-08-15 14:31:54 WIB,237,32.80,64.10,177,,,,,
2020-08-15 14:32:10 WIB,238,32.80,63.90,174,,,,,
2020-08-15 14:32:26 WIB,239,32.90,64.30,148,,,,,
2020-08-15 14:32:42 WIB,240,32.90,63.40,190,,,,,
2020-08-15 14:32:57 WIB,241,32.90,63.80,191,,,,,
2020-08-15 14:33:13 WIB,242,33.00,63.90,171,,,,,
2020-08-15 14:33:30 WIB,243,33.00,64.20,190,,,,,
2020-08-15 14:33:46 WIB,244,33.00,63.40,162,,,,,
2020-08-15 14:34:03 WIB,245,32.80,62.80,147,,,,,
2020-08-15 14:34:19 WIB,246,32.70,63.30,184,,,,,
2020-08-15 14:34:35 WIB,247,32.60,63.60,163,,,,,
2020-08-15 14:34:51 WIB,248,32.60,63.90,159,,,,,
2020-08-15 14:35:07 WIB,249,32.60,64.10,193,,,,,
2020-08-15 14:35:24 WIB,250,32.60,64.20,186,,,,,
2020-08-15 14:35:39 WIB,251,32.40,63.40,188,,,,,
2020-08-15 14:35:56 WIB,252,32.30,64.20,138,,,,,
2020-08-15 14:36:12 WIB,253,32.40,64.30,175,,,,,
2020-08-15 14:36:28 WIB,254,32.30,64.70,190,,,,,
2020-08-15 14:36:43 WIB,255,32.40,64.90,190,,,,,
2020-08-15 14:36:59 WIB,256,32.50,65.20,166,,,,,
2020-08-15 14:37:15 WIB,257,32.50,64.30,184,,,,,
2020-08-15 14:37:31 WIB,258,32.50,63.90,116,,,,,
2020-08-15 14:37:47 WIB,259,32.50,64.10,179,,,,,
2020-08-15 14:38:02 WIB,260,32.40,64.40,176,,,,,
2020-08-15 14:38:18 WIB,261,32.40,64.60,188,,,,,
2020-08-15 14:38:33 WIB,262,32.40,64.80,163,,,,,
2020-08-15 14:38:49 WIB,263,32.40,64.50,151,,,,,
2020-08-15 14:39:05 WIB,264,32.40,64.70,188,,,,,
2020-08-15 14:39:22 WIB,265,32.40,65.20,129,,,,,
2020-08-15 14:39:37 WIB,266,32.50,65.20,192,,,,,
2020-08-15 14:39:53 WIB,267,32.60,65.20,192,,,,,
2020-08-15 14:40:09 WIB,268,32.50,64.40,133,,,,,
2020-08-15 14:40:24 WIB,269,32.50,64.50,132,,,,,
2020-08-15 14:40:40 WIB,270,32.40,64.20,133,,,,,
2020-08-15 14:40:55 WIB,271,32.40,64.30,159,,,,,
2020-08-15 14:41:11 WIB,272,32.40,64.30,182,,,,,
2020-08-15 14:41:29 WIB,273,32.40,64.30,187,,,,,
2020-08-15 14:41:46 WIB,274,32.40,64.10,162,,,,,
2020-08-15 14:42:01 WIB,275,32.40,64.00,185,,,,,
2020-08-15 14:42:16 WIB,276,32.40,64.10,183,,,,,
2020-08-15 14:42:32 WIB,277,32.50,64.10,137,,,,,
2020-08-15 14:42:48 WIB,278,32.40,64.20,174,,,,,
2020-08-15 14:43:04 WIB,279,32.50,64.40,133,,,,,
2020-08-15 14:43:19 WIB,280,32.50,63.80,137,,,,,
2020-08-15 14:43:35 WIB,281,32.40,64.20,119,,,,,
2020-08-15 14:43:51 WIB,282,32.40,64.10,167,,,,,
2020-08-15 14:44:06 WIB,283,32.50,64.40,192,,,,,
2020-08-15 14:44:22 WIB,284,32.40,63.80,188,,,,,
2020-08-15 14:44:38 WIB,285,32.50,63.60,182,,,,,
2020-08-15 14:44:54 WIB,286,32.50,63.60,149,,,,,
2020-08-15 14:45:09 WIB,287,32.50,63.80,147,,,,,
2020-08-15 14:45:25 WIB,288,32.50,63.90,166,,,,,
2020-08-15 14:45:40 WIB,289,32.60,63.60,116,,,,,
2020-08-15 14:45:55 WIB,290,32.50,63.50,191,,,,,
2020-08-15 14:46:10 WIB,291,32.60,63.90,156,,,,,
2020-08-15 14:46:27 WIB,292,32.50,63.40,148,,,,,
2020-08-15 14:46:43 WIB,293,32.40,63.50,188,,,,,
2020-08-15 14:47:00 WIB,294,32.40,63.60,150,,,,,
2020-08-15 14:47:16 WIB,295,32.50,63.90,124,,,,,
2020-08-15 14:47:33 WIB,296,32.50,63.60,188,,,,,
2020-08-15 14:47:49 WIB,297,32.50,63.90,142,,,,,
2020-08-15 14:48:06 WIB,298,32.50,63.70,187,,,,,
2020-08-15 14:48:23 WIB,299,32.50,63.50,137,,,,,
2020-08-15 14:48:39 WIB,300,32.60,63.80,118,,,,,
2020-08-15 14:48:54 WIB,301,32.60,63.80,138,,,,,
2020-08-15 14:49:10 WIB,302,32.60,63.90,137,,,,,
2020-08-15 14:49:25 WIB,303,32.70,64.50,189,,,,,
2020-08-15 14:49:42 WIB,304,32.80,64.50,151,,,,,
2020-08-15 14:49:57 WIB,305,32.80,64.40,142,,,,,
2020-08-15 14:50:13 WIB,306,32.90,64.20,187,,,,,
2020-08-15 14:50:28 WIB,307,32.80,63.00,190,,,,,
2020-08-15 14:50:44 WIB,308,32.80,62.50,162,,,,,
2020-08-15 14:51:01 WIB,309,32.80,62.90,188,,,,,
2020-08-15 14:51:16 WIB,310,32.80,63.30,160,,,,,
2020-08-15 14:51:32 WIB,311,32.90,63.20,147,,,,,
2020-08-15 14:51:48 WIB,312,33.00,62.60,181,,,,,
2020-08-15 14:52:05 WIB,313,33.10,62.70,181,,,,,
2020-08-15 14:52:21 WIB,314,33.10,62.40,134,,,,,
2020-08-15 14:52:37 WIB,315,33.20,62.40,186,,,,,
2020-08-15 14:52:53 WIB,316,33.30,62.50,118,,,,,
2020-08-15 14:53:09 WIB,317,33.30,62.60,193,,,,,
2020-08-15 14:53:24 WIB,318,33.30,62.50,187,,,,,
2020-08-15 14:53:40 WIB,319,33.40,62.50,151,,,,,
2020-08-15 14:53:56 WIB,320,33.40,62.60,139,,,,,
2020-08-15 14:54:11 WIB,321,33.50,62.80,172,,,,,
2020-08-15 14:54:26 WIB,322,33.50,62.60,179,,,,,
2020-08-15 14:54:43 WIB,323,33.60,62.50,193,,,,,
2020-08-15 14:54:59 WIB,324,33.60,62.30,180,,,,,
2020-08-15 14:55:14 WIB,325,33.60,61.60,121,,,,,
2020-08-15 14:55:30 WIB,326,33.60,61.80,185,,,,,
2020-08-15 14:55:45 WIB,327,33.40,61.70,175,,,,,
2020-08-15 14:56:01 WIB,328,33.40,61.50,188,,,,,
2020-08-15 14:56:17 WIB,329,33.40,62.10,178,,,,,
2020-08-15 14:56:32 WIB,330,33.30,61.40,180,,,,,
2020-08-15 14:56:48 WIB,331,33.10,61.40,150,,,,,
2020-08-15 14:57:05 WIB,332,33.10,62.10,170,,,,,
2020-08-15 14:57:21 WIB,333,33.00,62.10,135,,,,,
2020-08-15 14:57:37 WIB,334,33.00,62.40,134,,,,,
2020-08-15 14:57:54 WIB,335,33.10,62.60,154,,,,,
2020-08-15 14:58:10 WIB,336,33.10,62.20,191,,,,,
2020-08-15 14:58:26 WIB,337,33.10,63.30,142,,,,,
2020-08-15 14:58:42 WIB,338,33.10,63.00,188,,,,,
2020-08-15 14:58:59 WIB,339,33.00,62.60,161,,,,,
2020-08-15 14:59:14 WIB,340,33.00,63.20,177,,,,,
2020-08-15 14:59:30 WIB,341,32.90,63.40,188,,,,,
2020-08-15 14:59:45 WIB,342,32.80,63.50,190,,,,,
2020-08-15 15:00:01 WIB,343,32.80,63.90,183,,,,,
2020-08-15 15:00:17 WIB,344,32.80,63.10,130,,,,,
2020-08-15 15:00:32 WIB,345,32.70,63.40,192,,,,,
2020-08-15 15:00:48 WIB,346,32.70,63.80,128,,,,,
2020-08-15 15:01:04 WIB,347,32.60,64.20,165,,,,,
2020-08-15 15:01:21 WIB,348,32.60,64.50,190,,,,,
2020-08-15 15:01:36 WIB,349,32.60,64.60,170,,,,,
2020-08-15 15:01:53 WIB,350,32.60,64.00,161,,,,,
2020-08-15 15:02:09 WIB,351,32.60,63.90,160,,,,,
2020-08-15 15:02:26 WIB,352,32.60,64.30,177,,,,,
2020-08-15 15:02:42 WIB,353,32.60,64.30,154,,,,,
2020-08-15 15:02:58 WIB,354,32.60,64.10,173,,,,,
2020-08-15 15:03:14 WIB,355,32.60,64.70,189,,,,,
2020-08-15 15:03:30 WIB,356,32.60,64.70,189,,,,,
2020-08-15 15:03:46 WIB,357,32.40,63.60,181,,,,,
2020-08-15 15:04:02 WIB,358,32.40,64.00,160,,,,,
2020-08-15 15:04:17 WIB,359,32.40,63.90,183,,,,,
2020-08-15 15:04:33 WIB,360,32.40,64.10,171,,,,,
2020-08-15 15:04:48 WIB,361,32.40,63.60,189,,,,,
2020-08-15 15:05:03 WIB,362,32.40,64.00,171,,,,,
2020-08-15 15:05:19 WIB,363,32.40,63.70,152,,,,,
2020-08-15 15:05:37 WIB,364,32.30,63.40,170,,,,,
2020-08-15 15:05:54 WIB,365,32.40,64.20,173,,,,,
2020-08-15 15:06:10 WIB,366,32.40,63.50,178,,,,,
2020-08-15 15:06:26 WIB,367,32.30,63.50,145,,,,,
2020-08-15 15:06:42 WIB,368,32.30,63.20,139,,,,,
2020-08-15 15:06:57 WIB,369,32.20,63.40,175,,,,,
2020-08-15 15:07:13 WIB,370,32.20,63.10,191,,,,,
2020-08-15 15:07:29 WIB,371,32.10,63.00,188,,,,,
2020-08-15 15:07:44 WIB,372,32.10,63.30,142,,,,,
2020-08-15 15:07:59 WIB,373,32.10,63.70,176,,,,,
2020-08-15 15:08:16 WIB,374,32.10,64.00,187,,,,,
2020-08-15 15:08:31 WIB,375,32.00,63.80,167,,,,,
2020-08-15 15:08:46 WIB,376,32.00,64.20,173,,,,,
2020-08-15 15:09:01 WIB,377,31.90,64.30,188,,,,,
2020-08-15 15:09:18 WIB,378,32.00,64.70,186,,,,,
2020-08-15 15:09:35 WIB,379,32.10,64.70,136,,,,,
2020-08-15 15:09:50 WIB,380,32.10,64.70,157,,,,,
2020-08-15 15:10:07 WIB,381,32.10,64.80,191,,,,,
2020-08-15 15:10:23 WIB,382,32.20,64.70,176,,,,,
2020-08-15 15:10:38 WIB,383,32.20,64.60,133,,,,,
2020-08-15 15:10:54 WIB,384,32.10,64.10,189,,,,,
2020-08-15 15:11:09 WIB,385,32.10,64.60,168,,,,,
2020-08-15 15:11:25 WIB,386,32.00,64.50,151,,,,,
2020-08-15 15:11:40 WIB,387,32.10,64.70,139,,,,,
2020-08-15 15:11:57 WIB,388,32.10,64.90,145,,,,,
2020-08-15 15:12:14 WIB,389,32.10,63.80,131,,,,,
2020-08-15 15:12:30 WIB,390,32.10,65.20,130,,,,,
2020-08-15 15:12:45 WIB,391,32.20,65.30,161,,,,,
2020-08-15 15:13:01 WIB,392,32.20,65.30,123,,,,,
2020-08-15 15:13:16 WIB,393,32.20,65.30,170,,,,,
2020-08-15 15:13:32 WIB,394,32.30,64.70,127,,,,,
2020-08-15 15:13:47 WIB,395,32.30,64.90,171,,,,,
2020-08-15 15:14:03 WIB,396,32.30,65.40,128,,,,,
2020-08-15 15:14:18 WIB,397,32.30,65.60,164,,,,,
2020-08-15 15:14:36 WIB,398,32.30,65.50,181,,,,,
2020-08-15 15:14:51 WIB,399,32.20,65.50,151,,,,,
2020-08-15 15:15:08 WIB,400,32.20,65.80,156,,,,,
2020-08-15 15:15:23 WIB,401,32.30,66.00,184,,,,,
2020-08-15 15:15:38 WIB,402,32.20,65.40,187,,,,,
2020-08-15 15:15:53 WIB,403,32.30,65.60,159,,,,,
2020-08-15 15:16:08 WIB,404,32.30,65.90,118,,,,,
2020-08-15 15:16:24 WIB,405,32.30,65.70,151,,,,,
2020-08-15 15:16:39 WIB,406,32.20,65.90,136,,,,,
2020-08-15 15:16:55 WIB,407,32.20,66.00,188,,,,,
2020-08-15 15:17:11 WIB,408,32.30,66.30,158,,,,,
2020-08-15 15:17:28 WIB,409,32.40,66.10,185,,,,,
2020-08-15 15:17:44 WIB,410,32.40,66.10,145,,,,,
