created_at,entry_id,temperature,humidity,moisture,field4
2020-09-11 05:36:49 WIB,5110,25,94.6,135,1839.53
2020-09-11 05:37:05 WIB,5111,24.9,94.1,148,1841.47
2020-09-11 05:37:21 WIB,5112,24.9,94.1,144,1839
2020-09-11 05:37:37 WIB,5113,24.9,94.1,150,1836.58
2020-09-11 05:37:53 WIB,5114,24.9,94.1,152,1833.16
2020-09-11 05:38:09 WIB,5115,24.9,94.1,133,1833.21
2020-09-11 05:38:25 WIB,5116,25,94.1,141,1836.84
2020-09-11 05:38:40 WIB,5117,24.9,94.1,126,1855.32
2020-09-11 05:38:57 WIB,5118,24.9,94.6,140,1879.89
2020-09-11 05:39:12 WIB,5119,24.9,94.2,130,1898.26
2020-09-11 05:39:28 WIB,5120,24.9,94.6,149,1911.47
2020-09-11 05:39:45 WIB,5121,25,94.1,139,1919.84
2020-09-11 05:40:01 WIB,5122,24.9,94.1,137,1925.63
2020-09-11 05:40:16 WIB,5123,24.9,94.7,132,1928.16
2020-09-11 05:40:33 WIB,5124,24.9,94.1,130,1929.89
2020-09-11 05:40:49 WIB,5125,24.9,94.1,150,1931.05
2020-09-11 05:41:05 WIB,5126,24.9,94.5,130,1932.79
2020-09-11 05:41:21 WIB,5127,24.9,94,127,1932.68
2020-09-11 05:41:37 WIB,5128,24.9,94,142,1932.74
2020-09-11 05:41:53 WIB,5129,25,94,122,1931.89
2020-09-11 05:42:09 WIB,5130,25,94.5,130,1931
2020-09-11 05:42:25 WIB,5131,24.9,94.5,155,1930.63
2020-09-11 05:42:41 WIB,5132,25,94,120,1930.32
2020-09-11 05:42:57 WIB,5133,24.9,94,112,1929.16
2020-09-11 05:43:13 WIB,5134,24.9,94.5,137,1924.16
2020-09-11 05:43:29 WIB,5135,25,94.1,132,1905.74
2020-09-11 05:43:45 WIB,5136,25,93.9,142,1894.37
2020-09-11 05:44:02 WIB,5137,24.9,94,135,1882.74
2020-09-11 05:44:18 WIB,5138,24.9,94,150,1869.47
2020-09-11 05:44:34 WIB,5139,24.9,93.9,130,1855.89
2020-09-11 05:44:51 WIB,5140,25,93.9,122,1848.95
2020-09-11 05:45:07 WIB,5141,24.9,93.8,134,1845.42
2020-09-11 05:45:23 WIB,5142,25,93.8,143,1841.26
2020-09-11 05:45:40 WIB,5143,25,93.9,144,1838.89
2020-09-11 05:45:56 WIB,5144,25,93.9,132,1835.79
2020-09-11 05:46:12 WIB,5145,24.9,93.8,138,1834.37
2020-09-11 05:46:29 WIB,5146,25,93.9,124,1838.37
2020-09-11 05:46:45 WIB,5147,24.9,93.8,161,1836.32
2020-09-11 05:47:01 WIB,5148,24.9,93.8,132,1833.05
2020-09-11 05:47:17 WIB,5149,24.9,93.8,124,1832
2020-09-11 05:47:34 WIB,5150,24.9,93.8,148,1831.16
2020-09-11 05:47:50 WIB,5151,24.9,93.9,122,1829.42
2020-09-11 05:48:06 WIB,5152,24.9,93.8,137,1828.05
2020-09-11 05:48:23 WIB,5153,25,93.8,110,1823.74
2020-09-11 05:48:39 WIB,5154,24.9,93.8,152,1823.84
2020-09-11 05:48:56 WIB,5155,25,93.8,154,1825.11
2020-09-11 05:49:12 WIB,5156,25,93.8,155,1830.63
2020-09-11 05:49:28 WIB,5157,24.9,93.7,151,1835.68
2020-09-11 05:49:45 WIB,5158,25,93.7,145,1837.42
2020-09-11 05:50:01 WIB,5159,25,93.8,113,1836.05
2020-09-11 05:50:18 WIB,5160,25,93.7,135,1837.47
2020-09-11 05:50:34 WIB,5161,25,93.9,141,1836.84
2020-09-11 05:50:50 WIB,5162,25,93.8,138,1832
2020-09-11 05:51:07 WIB,5163,25,93.7,152,1830.11
2020-09-11 05:51:23 WIB,5164,25,93.7,119,1829
2020-09-11 05:51:39 WIB,5165,25,93.7,135,1829
2020-09-11 05:51:56 WIB,5166,25,93.7,130,1834.21
2020-09-11 05:52:12 WIB,5167, NAN, NAN,140,1834.32
2020-09-11 05:52:28 WIB,5168,24.9,93.8,147,1833.11
2020-09-11 05:52:45 WIB,5169,25,93.5,132,1834.58
2020-09-11 05:53:01 WIB,5170,25,93.5,145,1831.05
2020-09-11 05:53:17 WIB,5171,25,93.6,138,1831.11
2020-09-11 05:53:33 WIB,5172,25,93.6,144,1830.84
2020-09-11 05:53:50 WIB,5173,25,93.5,146,1830.26
2020-09-11 05:54:06 WIB,5174,25,93.6,145,1833.63
2020-09-11 05:54:22 WIB,5175,25,93.5,141,1836.37
2020-09-11 05:54:39 WIB,5176,25,93.5,142,1836.16
2020-09-11 05:54:55 WIB,5177,25,93.4,152,1835.11
2020-09-11 05:55:11 WIB,5178,25,93.4,143,1834.79
2020-09-11 05:55:27 WIB,5179,25,94,129,1836.68
2020-09-11 05:55:44 WIB,5180,25,93.9,140,1839.21
2020-09-11 05:56:00 WIB,5181,25,93.4,138,1840.37
2020-09-11 05:56:16 WIB,5182,25,93.8,143,1838.11
2020-09-11 05:56:32 WIB,5183,25,93.4,140,1838
2020-09-11 05:56:49 WIB,5184,25,93.4,120,1838.84
2020-09-11 05:57:04 WIB,5185,25,93.3,146,1839.95
2020-09-11 05:57:21 WIB,5186,25.1,93.9,154,1839.42
2020-09-11 05:57:37 WIB,5187,25.1,93.3,138,1840.21
2020-09-11 05:57:53 WIB,5188,25.1,93.3,158,1840.32
2020-09-11 05:58:10 WIB,5189,25.1,93.3,140,1840.26
2020-09-11 05:58:26 WIB,5190,25.1,93.4,116,1841.63
2020-09-11 05:58:42 WIB,5191,25.1,93.3,154,1839.58
2020-09-11 05:58:58 WIB,5192,25.1,93.4,137,1839.53
2020-09-11 05:59:15 WIB,5193,25.1,93.3,131,1838.84
2020-09-11 05:59:31 WIB,5194,25.1,93.3,145,1837.89
2020-09-11 05:59:47 WIB,5195,25.1,93.3,152,1839.26
2020-09-11 06:00:04 WIB,5196,25.1,93.3,143,1840.21
2020-09-11 06:00:20 WIB,5197,25.1,93.2,147,1841
2020-09-11 06:00:36 WIB,5198,25.1,93.2,138,1845.37
2020-09-11 06:00:52 WIB,5199,25.1,93.2,144,1846.53
2020-09-11 06:01:09 WIB,5200,25.2,93.3,131,1847.84
2020-09-11 06:01:24 WIB,5201,25.2,93.3,125,1843.53
2020-09-11 06:01:41 WIB,5202,25.2,93.7,147,1841.89
2020-09-11 06:01:57 WIB,5203,25.2,93.2,130,1841.32
2020-09-11 06:02:13 WIB,5204,25.2,93.1,125,1843.53
2020-09-11 06:02:29 WIB,5205,25.2,93.2,154,1844.26
2020-09-11 06:02:45 WIB,5206,25.2,93.3,148,1845.63
2020-09-11 06:03:02 WIB,5207,25.2,93.2,147,1844.79
2020-09-11 06:03:18 WIB,5208,25.2,93.2,145,1843.11
2020-09-11 06:03:35 WIB,5209, NAN, NAN,147,1842.37
2020-09-11 06:03:51 WIB,5210,25.2,93.2,132,1841
2020-09-11 06:04:07 WIB,5211,25.2,93.2,128,1841.32
2020-09-11 06:04:24 WIB,5212,25.2,93,149,1842.58
2020-09-11 06:04:40 WIB,5213,25.2,92.9,139,1841.63
2020-09-11 06:04:56 WIB,5214,25.2,93,137,1843.05
2020-09-11 06:05:12 WIB,5215,25.2,92.9,157,1843.16
2020-09-11 06:05:28 WIB,5216, NAN, NAN,140,1842.26
2020-09-11 06:05:45 WIB,5217, NAN, NAN,137,1842.79
2020-09-11 06:06:01 WIB,5218,25.2,93,139,1843.79
2020-09-11 06:06:17 WIB,5219, NAN, NAN,142,1847.05
2020-09-11 06:06:33 WIB,5220,25.3,93.1,142,1847
2020-09-11 06:06:50 WIB,5221,25.3,92.9,150,1847.63
2020-09-11 06:07:06 WIB,5222,25.3,93,143,1846.58
2020-09-11 06:07:22 WIB,5223,25.3,93,156,1847.32
2020-09-11 06:07:38 WIB,5224,25.3,92.9,133,1847.63
2020-09-11 06:07:54 WIB,5225,25.3,92.8,145,1846.95
2020-09-11 06:08:11 WIB,5226,25.3,93.3,132,1849.26
2020-09-11 06:08:27 WIB,5227,25.4,92.8,158,1849.89
2020-09-11 06:08:43 WIB,5228,25.3,92.7,127,1848.21
2020-09-11 06:08:59 WIB,5229,25.3,92.6,138,1848.89
2020-09-11 06:09:16 WIB,5230,25.4,92.7,148,1851.63
2020-09-11 06:09:32 WIB,5231,25.4,92.7,157,1851.89
2020-09-11 06:09:48 WIB,5232,25.4,92.6,140,1849.47
2020-09-11 06:10:04 WIB,5233,25.4,92.6,143,1846.74
2020-09-11 06:10:21 WIB,5234,25.4,92.6,140,1846.53
2020-09-11 06:10:37 WIB,5235,25.4,92.6,141,1844.63
2020-09-11 06:10:54 WIB,5236,25.4,92.6,137,1843.63
2020-09-11 06:11:10 WIB,5237,25.4,92.6,127,1842.53
2020-09-11 06:11:26 WIB,5238,25.4,92.6,132,1845.32
2020-09-11 06:11:42 WIB,5239,25.5,92.6,145,1843.84
2020-09-11 06:11:59 WIB,5240, NAN, NAN,152,1845.95
2020-09-11 06:12:15 WIB,5241,25.5,92.6,142,1848.84
2020-09-11 06:12:31 WIB,5242,25.5,92.5,146,1850.05
2020-09-11 06:12:47 WIB,5243, NAN, NAN,145,1848.95
2020-09-11 06:13:04 WIB,5244, NAN, NAN,152,1850.53
2020-09-11 06:13:20 WIB,5245, NAN, NAN,139,1854.42
2020-09-11 06:13:36 WIB,5246,25.6,92.4,149,1857.79
2020-09-11 06:13:53 WIB,5247,25.6,92.4,122,1856.74
2020-09-11 06:14:09 WIB,5248,25.6,92.4,135,1859.95
2020-09-11 06:14:25 WIB,5249,25.6,92.4,135,1860.89
2020-09-11 06:14:41 WIB,5250,25.6,92.2,134,1861.58
2020-09-11 06:14:57 WIB,5251,25.6,92.5,120,1862.58
2020-09-11 06:15:14 WIB,5252,25.6,92.1,125,1862.16
2020-09-11 06:15:30 WIB,5253,25.7,92.3,131,1860.42
2020-09-11 06:15:46 WIB,5254,25.7,92.5,132,1861.16
2020-09-11 06:16:02 WIB,5255,25.7,92,150,1862.53
2020-09-11 06:16:20 WIB,5256,25.7,92.1,148,1860.21
2020-09-11 06:16:36 WIB,5257,25.7,92.1,152,1861.11
2020-09-11 06:16:52 WIB,5258,25.7,92.3,144,1860.37
2020-09-11 06:17:08 WIB,5259,25.8,92.5,143,1862.05
2020-09-11 06:17:25 WIB,5260,25.8,92.4,141,1862.32
2020-09-11 06:17:41 WIB,5261,25.8,91.9,127,1862.11
2020-09-11 06:17:57 WIB,5262,25.8,91.9,132,1862.68
2020-09-11 06:18:13 WIB,5263,25.8,92.4,152,1863.68
2020-09-11 06:18:30 WIB,5264,25.8,92.2,127,1864.37
2020-09-11 06:18:46 WIB,5265,25.8,92,142,1864.16
2020-09-11 06:19:02 WIB,5266,25.9,91.7,125,1866.11
2020-09-11 06:19:18 WIB,5267,25.9,91.7,141,1867.11
2020-09-11 06:19:34 WIB,5268,25.9,91.7,137,1868.37
2020-09-11 06:19:50 WIB,5269,25.9,91.6,127,1870.68
2020-09-11 06:20:07 WIB,5270,25.9,91.7,138,1874.58
2020-09-11 06:20:23 WIB,5271,26,91.8,144,1874.32
2020-09-11 06:20:40 WIB,5272,26,91.9,147,1872.74
2020-09-11 06:20:57 WIB,5273,26,91.5,142,1871.47
2020-09-11 06:21:13 WIB,5274,26,91.4,124,1870.68
2020-09-11 06:21:29 WIB,5275,26,91.9,131,1868.63
2020-09-11 06:21:46 WIB,5276,26,91.5,151,1865
2020-09-11 06:22:02 WIB,5277,26,91.5,150,1864.95
2020-09-11 06:22:18 WIB,5278,26,91.4,141,1865.21
2020-09-11 06:22:34 WIB,5279,26.1,91.3,147,1867.42
2020-09-11 06:22:51 WIB,5280,26.1,91.2,154,1868.05
2020-09-11 06:23:07 WIB,5281,26.1,91.3,127,1868.42
2020-09-11 06:23:23 WIB,5282,26.1,91.3,135,1868.95
2020-09-11 06:23:39 WIB,5283,26.1,91.2,140,1870.74
2020-09-11 06:23:56 WIB,5284, NAN, NAN,150,1874.11
2020-09-11 06:24:12 WIB,5285, NAN, NAN,144,1873.32
2020-09-11 06:24:28 WIB,5286,26.2,91.5,144,1875.16
2020-09-11 06:24:45 WIB,5287,26.2,91.6,130,1875.89
2020-09-11 06:25:01 WIB,5288,26.2,91,144,1875.63
2020-09-11 06:25:18 WIB,5289,26.3,91,146,1875.47
2020-09-11 06:25:34 WIB,5290,26.3,91,118,1877.32
2020-09-11 06:25:50 WIB,5291,26.3,91,130,1876.84
2020-09-11 06:26:07 WIB,5292,26.3,90.9,114,1877.53
2020-09-11 06:26:23 WIB,5293,26.3,90.9,140,1878.53
2020-09-11 06:26:39 WIB,5294,26.4,90.9,155,1876.42
2020-09-11 06:26:55 WIB,5295,26.4,91.2,137,1873.16
2020-09-11 06:27:12 WIB,5296,26.5,90.8,124,1870.84
2020-09-11 06:27:28 WIB,5297,26.4,90.6,145,1874.26
2020-09-11 06:27:44 WIB,5298,26.5,90.6,145,1876.37
2020-09-11 06:28:00 WIB,5299,26.5,90.5,128,1877.95
2020-09-11 06:28:16 WIB,5300,26.5,90.6,134,1878.74
2020-09-11 06:28:33 WIB,5301,26.6,90.5,138,1880.53
2020-09-11 06:28:49 WIB,5302,26.6,90.6,133,1883.84
2020-09-11 06:29:05 WIB,5303,26.6,90.6,123,1884.26
2020-09-11 06:29:21 WIB,5304,26.7,90.5,148,1887.11
2020-09-11 06:29:37 WIB,5305,26.7,90.5,125,1889.32
2020-09-11 06:29:53 WIB,5306,26.7,90.9,116,1891.53
2020-09-11 06:30:10 WIB,5307,26.6,90.9,142,1888.95
2020-09-11 06:30:26 WIB,5308,26.8,90.5,149,1887.42
2020-09-11 06:30:42 WIB,5309,26.8,90.4,124,1886.16
2020-09-11 06:30:58 WIB,5310,26.8,90.3,137,1885.21
2020-09-11 06:31:15 WIB,5311,26.9,90.2,142,1885.47
2020-09-11 06:31:31 WIB,5312,26.9,90.2,136,1885
2020-09-11 06:31:47 WIB,5313,26.9,90.6,111,1884.58
2020-09-11 06:32:03 WIB,5314,26.9,90.4,151,1883.68
2020-09-11 06:32:19 WIB,5315,26.9,89.8,131,1883.16
2020-09-11 06:32:36 WIB,5316,26.9,89.7,145,1882.26
2020-09-11 06:32:52 WIB,5317,27,89.7,126,1882.37
2020-09-11 06:33:08 WIB,5318,27,90,127,1886.26
2020-09-11 06:33:24 WIB,5319,27,90,132,1888.79
2020-09-11 06:33:40 WIB,5320,27.1,89.9,115,1891.47
2020-09-11 06:33:56 WIB,5321,27.1,90.4,135,1897.26
2020-09-11 06:34:13 WIB,5322,27.2,90.3,152,1917.84
2020-09-11 06:34:29 WIB,5323,27.2,89.4,149,1940.21
2020-09-11 06:34:46 WIB,5324,27.2,89.4,130,1956.32
2020-09-11 06:35:02 WIB,5325,27.2,89.3,139,1968.11
2020-09-11 06:35:18 WIB,5326,27.2,89.3,155,1964.37
2020-09-11 06:35:35 WIB,5327,27.3,89.3,129,1948.74
2020-09-11 06:35:51 WIB,5328,27.3,89.3,120,1932.63
2020-09-11 06:36:07 WIB,5329,27.3,88.7,145,1919.68
2020-09-11 06:36:24 WIB,5330,27.3,88.1,135,1912.21
2020-09-11 06:36:40 WIB,5331,27.3,88.7,152,1907.11
2020-09-11 06:36:56 WIB,5332,27.3,88.4,113,1905.53
2020-09-11 06:37:13 WIB,5333,27.4,88.5,135,1902.05
2020-09-11 06:37:29 WIB,5334,27.4,88.9,144,1895.68
2020-09-11 06:37:45 WIB,5335,27.4,88.5,137,1897.26
2020-09-11 06:38:02 WIB,5336,27.5,88.4,138,1897.84
2020-09-11 06:38:18 WIB,5337,27.5,88.5,141,1901.79
2020-09-11 06:38:34 WIB,5338,27.5,87.8,134,1902.84
2020-09-11 06:38:51 WIB,5339,27.5,88,148,1902
2020-09-11 06:39:07 WIB,5340,27.6,88.4,144,1902.37
2020-09-11 06:39:23 WIB,5341,27.6,89.3,129,1903.74
2020-09-11 06:39:40 WIB,5342,27.6,87.9,145,1906.21
2020-09-11 06:39:56 WIB,5343, NAN, NAN,143,1905.84
2020-09-11 06:40:12 WIB,5344,27.6,87.6,149,1902.79
2020-09-11 06:40:28 WIB,5345,27.7,87.5,130,1902.05
2020-09-11 06:40:44 WIB,5346,27.7,87.8,147,1902.79
2020-09-11 06:41:00 WIB,5347,27.7,87.5,147,1904.21
2020-09-11 06:41:16 WIB,5348,27.7,87.3,132,1905
2020-09-11 06:41:33 WIB,5349,27.8,88.4,131,1905.32
2020-09-11 06:41:49 WIB,5350,27.8,87.6,131,1903.63
2020-09-11 06:42:05 WIB,5351,27.8,87.6,150,1906.79
2020-09-11 06:42:21 WIB,5352,27.9,87,115,1907.47
2020-09-11 06:42:38 WIB,5353, NAN, NAN,132,1906.11
2020-09-11 06:42:54 WIB,5354,27.9,86.8,114,1907.79
2020-09-11 06:43:10 WIB,5355,27.9,87.1,138,1909.63
2020-09-11 06:43:27 WIB,5356,28,87.2,130,1909.95
2020-09-11 06:43:43 WIB,5357,28,87,142,1907.68
2020-09-11 06:43:59 WIB,5358,28,87.1,144,1909.11
2020-09-11 06:44:15 WIB,5359,28.1,87.3,136,1912.74
2020-09-11 06:44:33 WIB,5360,28.1,86.9,142,1914.21
2020-09-11 06:44:49 WIB,5361,28.1,86.2,141,1914.05
2020-09-11 06:45:05 WIB,5362,28.2,86.5,138,1918.16
2020-09-11 06:45:21 WIB,5363,28.2,87.5,121,1917.84
2020-09-11 06:45:38 WIB,5364,28.2,86.2,145,1915.16
2020-09-11 06:45:54 WIB,5365,28.2,85.6,152,1916
2020-09-11 06:46:10 WIB,5366,28.3,85.8,141,1917.42
2020-09-11 06:46:26 WIB,5367,28.3,86,132,1917.63
2020-09-11 06:46:43 WIB,5368,28.3,86.3,146,1915.16
2020-09-11 06:46:59 WIB,5369,28.4,85.8,132,1914.58
2020-09-11 06:47:15 WIB,5370,28.4,86,131,1916
2020-09-11 06:47:31 WIB,5371,28.4,87.1,131,1916.11
2020-09-11 06:47:47 WIB,5372,28.5,86,138,1917.79
2020-09-11 06:48:04 WIB,5373,28.5,85.6,138,1918.89
2020-09-11 06:48:20 WIB,5374,28.6,85.4,140,1921.74
2020-09-11 06:48:36 WIB,5375,28.6,84.5,126,1921.68
2020-09-11 06:48:52 WIB,5376,28.6,84.1,125,1920.53
2020-09-11 06:49:08 WIB,5377,28.7,83.7,141,1918.53
2020-09-11 06:49:24 WIB,5378,28.7,83.5,144,1918.37
2020-09-11 06:49:40 WIB,5379,28.8,83.6,141,1918.53
2020-09-11 06:49:56 WIB,5380,28.8,84,134,1919.47
2020-09-11 06:50:12 WIB,5381,28.8,83.3,140,1919.11
2020-09-11 06:50:28 WIB,5382,28.8,84.2,122,1921.53
2020-09-11 06:50:44 WIB,5383,28.9,83.4,118,1931.21
2020-09-11 06:51:01 WIB,5384,28.9,83,141,1933.16
2020-09-11 06:51:17 WIB,5385,28.9,81.9,134,1932.37
2020-09-11 06:51:33 WIB,5386,29,81.5,138,1935.32
2020-09-11 06:51:49 WIB,5387,29,81.1,125,1933.84
2020-09-11 06:52:06 WIB,5388,29,81.1,140,1934.95
2020-09-11 06:52:23 WIB,5389,29,81.1,138,1935
2020-09-11 06:52:39 WIB,5390,29.1,81.2,148,1940.58
2020-09-11 06:52:55 WIB,5391, NAN, NAN,137,1932.21
2020-09-11 06:53:12 WIB,5392,29.1,81.4,143,1923.63
2020-09-11 06:53:28 WIB,5393,29.1,80.8,127,1919.95
2020-09-11 06:53:44 WIB,5394,29.1,80.4,142,1916.68
2020-09-11 06:54:00 WIB,5395,29.1,80.4,151,1917.74
2020-09-11 06:54:17 WIB,5396,29.2,80.3,135,1918.63
2020-09-11 06:54:33 WIB,5397,29.2,81,141,1920.42
2020-09-11 06:54:49 WIB,5398,29.2,80.9,138,1921.47
2020-09-11 06:55:05 WIB,5399,29.2,80.9,151,1923.42
2020-09-11 06:55:22 WIB,5400,29.3,80.3,138,1928
2020-09-11 06:55:38 WIB,5401,29.3,81.1,136,1938.89
2020-09-11 06:55:54 WIB,5402,29.3,80.6,145,1939.37
2020-09-11 06:56:11 WIB,5403,29.3,79.3,135,1934.21
2020-09-11 06:56:27 WIB,5404,29.4,79.3,136,1928.47
2020-09-11 06:56:43 WIB,5405,29.4,79.4,127,1927.95
2020-09-11 06:56:59 WIB,5406,29.4,80.1,157,1928.11
2020-09-11 06:57:15 WIB,5407,29.5,79.5,151,1930.84
2020-09-11 06:57:32 WIB,5408,29.5,79,120,1932.37
2020-09-11 06:57:48 WIB,5409,29.5,79.5,118,1941.05
2020-09-11 06:58:05 WIB,5410,29.5,79.7,140,1938.95
2020-09-11 06:58:21 WIB,5411,29.6,78.6,130,1940.26
2020-09-11 06:58:38 WIB,5412,29.6,78.4,145,1940.26
2020-09-11 06:58:55 WIB,5413,29.6,78.2,141,1941.74
2020-09-11 06:59:11 WIB,5414,29.7,78.5,124,1943.63
2020-09-11 06:59:27 WIB,5415,29.7,78.7,134,1950.42
2020-09-11 06:59:44 WIB,5416,29.8,79.1,127,1954.42
2020-09-11 07:00:00 WIB,5417,29.8,77.9,132,1952.47
2020-09-11 07:00:16 WIB,5418,29.8,78.8,125,1957.42
2020-09-11 07:00:33 WIB,5419,29.9,78,125,1955.58
2020-09-11 07:00:50 WIB,5420,29.9,77.1,148,1955
2020-09-11 07:01:06 WIB,5421, NAN, NAN,154,1956.79
2020-09-11 07:01:22 WIB,5422,30,76.5,128,1959.95
2020-09-11 07:01:38 WIB,5423,30,76.4,125,1958.26
2020-09-11 07:01:56 WIB,5424,30.1,77,134,1955.84
2020-09-11 07:02:12 WIB,5425,30.1,78.1,147,1954.84
2020-09-11 07:02:28 WIB,5426,30.2,76.9,124,1963.89
2020-09-11 07:02:44 WIB,5427,30.2,76.7,145,1964.16
2020-09-11 07:03:01 WIB,5428,30.2,76.6,140,1960.26
2020-09-11 07:03:17 WIB,5429,30.3,75.9,134,1960.42
2020-09-11 07:03:33 WIB,5430,30.3,75.5,130,1955.63
2020-09-11 07:03:49 WIB,5431,30.3,75.7,134,1959.95
2020-09-11 07:04:05 WIB,5432,30.4,75.8,161,1961.89
2020-09-11 07:04:22 WIB,5433,30.4,75.5,150,1964.05
2020-09-11 07:04:38 WIB,5434,30.4,75.5,129,1964.74
2020-09-11 07:04:54 WIB,5435,30.5,75.4,131,1966.42
2020-09-11 07:05:11 WIB,5436,30.5,75.2,142,1966.79
2020-09-11 07:05:27 WIB,5437,30.6,76,116,1968.42
2020-09-11 07:05:43 WIB,5438,30.6,75.2,115,1970.84
2020-09-11 07:05:59 WIB,5439,30.7,74.5,112,1971.32
2020-09-11 07:06:15 WIB,5440,30.7,75.6,134,1974.47
2020-09-11 07:06:32 WIB,5441,30.7,74.9,148,1972.37
2020-09-11 07:06:48 WIB,5442,30.7,74.4,133,1980.74
2020-09-11 07:07:04 WIB,5443, NAN, NAN,157,1976.63
2020-09-11 07:07:21 WIB,5444,30.7,74,114,1978.32
2020-09-11 07:07:37 WIB,5445,30.7,74.7,130,1981.58
2020-09-11 07:07:53 WIB,5446,30.7,74.1,140,1979.63
2020-09-11 07:08:09 WIB,5447,30.8,74,136,1979.26
2020-09-11 07:08:26 WIB,5448,30.8,75.1,133,1976.16
2020-09-11 07:08:42 WIB,5449,30.8,75.1,132,1977.53
2020-09-11 07:08:58 WIB,5450,30.9,74,121,1983.74
2020-09-11 07:09:15 WIB,5451,30.9,74.3,129,1986.63
2020-09-11 07:09:31 WIB,5452,31,74,124,1986.74
2020-09-11 07:09:47 WIB,5453,31,74.1,126,1986.95
2020-09-11 07:10:04 WIB,5454,31,73.9,131,1986.42
2020-09-11 07:10:20 WIB,5455,31.1,73.4,125,1987.89
2020-09-11 07:10:36 WIB,5456,31.1,73.6,139,1989.11
2020-09-11 07:10:52 WIB,5457,31.1,73,137,1989.21
2020-09-11 07:11:08 WIB,5458,31.2,73.2,148,1991.84
2020-09-11 07:11:25 WIB,5459,31.2,73.2,123,1991.68
2020-09-11 07:11:41 WIB,5460,31.2,72.3,137,2006.42
2020-09-11 07:11:57 WIB,5461,31.2,73,147,2013.11
2020-09-11 07:12:14 WIB,5462,31.2,72.8,144,2008.74
2020-09-11 07:12:30 WIB,5463,31.2,71.8,150,2017.42
2020-09-11 07:12:46 WIB,5464,31.2,72,125,2022.68
2020-09-11 07:13:02 WIB,5465,31.3,72,139,2018.05
2020-09-11 07:13:19 WIB,5466,31.3,71.4,125,2014.37
2020-09-11 07:13:35 WIB,5467,31.3,71.5,155,2018.05
2020-09-11 07:13:51 WIB,5468,31.3,71.8,128,2016.05
2020-09-11 07:14:07 WIB,5469,31.3,71.4,130,2015.74
2020-09-11 07:14:23 WIB,5470,31.3,71.8,129,2016.58
2020-09-11 07:14:40 WIB,5471,31.4,71.5,132,2013.79
2020-09-11 07:14:57 WIB,5472,31.4,72.5,145,2023.42
2020-09-11 07:15:13 WIB,5473,31.4,72.6,148,2021.74
2020-09-11 07:15:29 WIB,5474,31.4,73.1,154,2019.42
2020-09-11 07:15:45 WIB,5475,31.4,72,134,2017.53
2020-09-11 07:16:02 WIB,5476,31.4,72.5,151,2016.84
2020-09-11 07:16:18 WIB,5477,31.4,71.9,122,2018.26
2020-09-11 07:16:35 WIB,5478,31.3,71.4,141,2021.05
2020-09-11 07:16:51 WIB,5479,31.3,72,156,2023.47
2020-09-11 07:17:07 WIB,5480,31.3,72.1,140,2024.95
2020-09-11 07:17:23 WIB,5481,31.2,71.8,131,2024.42
2020-09-11 07:17:39 WIB,5482,31.2,72.2,135,2024.21
2020-09-11 07:17:56 WIB,5483,31.2,71.8,114,2031.11
2020-09-11 07:18:12 WIB,5484,31.2,72.2,148,2034.26
2020-09-11 07:18:29 WIB,5485,31.1,72,150,2028.84
2020-09-11 07:18:45 WIB,5486,31,71.9,145,2032
2020-09-11 07:19:01 WIB,5487,31,72.5,125,2036.47
2020-09-11 07:19:18 WIB,5488,30.9,72.4,135,2039.89
2020-09-11 07:19:34 WIB,5489,30.9,73.4,144,2035.16
2020-09-11 07:19:50 WIB,5490,30.8,73.1,121,2033.68
2020-09-11 07:20:06 WIB,5491,30.8,73.3,145,2034.42
2020-09-11 07:20:23 WIB,5492,30.7,73.3,148,2032.79
2020-09-11 07:20:39 WIB,5493,30.7,74.4,131,2042.68
2020-09-11 07:20:56 WIB,5494,30.6,75.2,140,2049.11
2020-09-11 07:21:12 WIB,5495,30.6,74.8,134,2043.53
2020-09-11 07:21:29 WIB,5496,30.5,75,142,2041.37
2020-09-11 07:21:45 WIB,5497,30.4,74.3,131,2045
2020-09-11 07:22:01 WIB,5498,30.4,74.8,142,2045.16
2020-09-11 07:22:17 WIB,5499,30.3,74.8,128,2052
2020-09-11 07:22:33 WIB,5500,30.3,78.2,134,2056.95
2020-09-11 07:22:49 WIB,5501,30.2,75,140,2064.68
2020-09-11 07:23:05 WIB,5502,30.2,75.5,145,2071.63
2020-09-11 07:23:22 WIB,5503,30.2,75.9,155,2073.89
2020-09-11 07:23:38 WIB,5504,30.2,75.3,131,2072.58
2020-09-11 07:23:54 WIB,5505,30.1,74.9,144,2073.42
2020-09-11 07:24:10 WIB,5506,30.1,75.4,148,2072.79
2020-09-11 07:24:26 WIB,5507,30.1,75.5,147,2075.11
2020-09-11 07:24:42 WIB,5508,30,76.4,128,2080
2020-09-11 07:24:59 WIB,5509,30,75.7,129,2086.58
2020-09-11 07:25:15 WIB,5510,30,76.6,149,2085.84
2020-09-11 07:25:31 WIB,5511,30,76,148,2082.05
2020-09-11 07:25:47 WIB,5512,29.9,77,135,2081.89
2020-09-11 07:26:03 WIB,5513, NAN, NAN,125,2090.11
2020-09-11 07:26:19 WIB,5514,29.9,77,136,2088.68
2020-09-11 07:26:36 WIB,5515,29.9,77.4,138,2090.16
2020-09-11 07:26:52 WIB,5516,29.9,76.4,150,2091.74
